common_name,synonym
Petit Manseng,and petit manseng blanc
Petit Manseng,escriberou
Petit Manseng,ichiriota zuria tipia
Petit Manseng,mansein
Petit Manseng,mansein blanc
Petit Manseng,manseing
Petit Manseng,mansenc blanc
Petit Manseng,mansenc grisroux
Petit Manseng,manseng blanc
Petit Manseng,manseng petit blanc
Petit Manseng,mansengou
Petit Manseng,mansic
Petit Manseng,mansin
Petit Manseng,mausec
Petit Manseng,mausenc blanc
Petit Manseng,miot
Petit Manseng,petit mansenc
Petit Manseng,petit manseng 
Petit Meslier,arbonne
Petit Meslier,barnay
Petit Meslier,bernais
Petit Meslier,bernet
Petit Meslier,co de france
Petit Meslier,feuille d'ozerolle
Petit Meslier,hennequin
Petit Meslier,lepine
Petit Meslier,maille
Petit Meslier,maye
Petit Meslier,melie
Petit Meslier,melie blanc
Petit Meslier,melier
Petit Meslier,meslier de champagne
Petit Meslier,meslier dore
Petit Meslier,meslier petit a queue rouge
Petit Meslier,mornain blanc
Petit Meslier,orbois
Petit Meslier,petit meslier a queue rouge
Petit Meslier,petit meslier dore
Petit Meslier,queue rouge
Petit Meslier,saint lye
Petit Meslier,crene
Petit Meslier,meslier vert
Petit Meslier,petit meslier
Petit Rouge,petit rouge
Petit Verdot,petit verdot
Petite Arvine,petite arvine
Petite Sirah, petite sirah
Petite Sirah,durif 
Piccola nera,piccola nera
Picolit, piccolit 
Picolit, piccolito
Picolit,and wisellertraube weiss
Picolit,balafan
Picolit,balafant
Picolit,blaustengler
Picolit,blaustingl weiss
Picolit,kek nyeliü
Picolit,kel'ner
Picolit,peccoleto bianco
Picolit,piccolet
Picolit,piccoletta
Picolit,piccolit
Picolit,piccoliti bianco
Picolit,piccolito
Picolit,piccolito bianco
Picolit,piccolito del friuli
Picolit,piccolitt
Picolit,piccolitto
Picolit,piccolitto friulano
Picolit,picoleto bianco
Picolit,picolit
Picolit,picolit 
Picolit,piculit
Picolit,pikolit
Picolit,pikolit weiss
Picolit,piros keknyelü
Picolit,ranful weiss
Picolit,szabo istvan
Picolit,szod bajor
Picolit,uva del friuli
Picolit,weisser blaustingl
Picolit,weisser ranful
Picolit,keknyelü
Piedirosso,piedirosso
Pigato,pigato
Pignerol,pignerol
Pignola Valtellinese,pignola valtellinese
Pignoletto,pignoletto
Pignolo,pignolo
Pineau d'Aunis,pineau d'aunis
Pinella,pinela
Pinella,pinella
Pinot blanc, klevner 
Pinot blanc, pinot bianco 
Pinot blanc, weissburgunder
Pinot blanc,pinot blanc 
Pinot gris, grauburgunder 
Pinot gris, malvoisie 
Pinot gris, pinot grigio 
Pinot gris, pinot jaune 
Pinot gris, szürkebarát
Pinot gris,pinot gris 
Pinot Meunier, müllerebe
Pinot Meunier, schwarzriesling 
Pinot Meunier,pinot meunier 
Pinot noir, blauburgunder 
Pinot noir, pinot nero
Pinot Noir, pinot noir
Pinot noir, spätburgunder
Pinot Noir,aprofekete
Pinot Noir,arbst
Pinot Noir,arbst blau
Pinot Noir,arbst blauer
Pinot Noir,assmannshaeuser
Pinot Noir,augustiner
Pinot Noir,auvergnat
Pinot Noir,auvernat
Pinot Noir,auvernat noir
Pinot Noir,auxerra
Pinot Noir,berligout
Pinot Noir,black burgundy
Pinot Noir,black morillon
Pinot Noir,blak burgundy
Pinot Noir,blau burgunder
Pinot Noir,blauburgunder
Pinot Noir,blauer
Pinot Noir,blauer arbst 
Pinot Noir,blauer augustiner
Pinot Noir,blauer burgunder
Pinot Noir,blauer claevner
Pinot Noir,blauer clevner
Pinot Noir,blauer klaevener
Pinot Noir,blauer klaever
Pinot Noir,blauer klevner
Pinot Noir,blauer klewner
Pinot Noir,blauer nuernberg
Pinot Noir,blauer nuernberger
Pinot Noir,blauer rischling
Pinot Noir,blauer seeklevner
Pinot Noir,blauer spaetburgunder
Pinot Noir,blauer sylvaner
Pinot Noir,blaw shpet burgunder
Pinot Noir,bodenseetraube
Pinot Noir,bodenseetraube blaue
Pinot Noir,boehmischer
Pinot Noir,bon plant
Pinot Noir,borgogna nera
Pinot Noir,borgogna nero
Pinot Noir,borgogna rosso
Pinot Noir,bourgignon
Pinot Noir,bourgignon noir
Pinot Noir,bourgoignon noir
Pinot Noir,bourguignon gros
Pinot Noir,bourguignon noir
Pinot Noir,bourguignon petit
Pinot Noir,bruenlaeubler
Pinot Noir,burgunda
Pinot Noir,burgundac cernii
Pinot Noir,burgundac crni
Pinot Noir,burgundac crni pozni
Pinot Noir,burgunder
Pinot Noir,burgunder blau
Pinot Noir,burgunder blauer
Pinot Noir,burgunder grosse blaue
Pinot Noir,burgunder kleine blaue
Pinot Noir,burgunder roter
Pinot Noir,burgunder schwarz
Pinot Noir,burgundi crni
Pinot Noir,burgundi mic
Pinot Noir,burgundske modre
Pinot Noir,cerna okrugla
Pinot Noir,cerna okrugta banka
Pinot Noir,cerna ranka
Pinot Noir,champagner
Pinot Noir,cherna
Pinot Noir,chiavenase
Pinot Noir,chiavenna
Pinot Noir,chpatchok
Pinot Noir,claevner blau
Pinot Noir,claevner schwarz
Pinot Noir,clavensis
Pinot Noir,cortaillod
Pinot Noir,derice auvernas noir
Pinot Noir,dickblau
Pinot Noir,echter schwarzblauer klevner
Pinot Noir,elsasser rot
Pinot Noir,elsasser rother
Pinot Noir,fin noir
Pinot Noir,fin noir de toulon
Pinot Noir,fin plant dore
Pinot Noir,formentin noir
Pinot Noir,fraenkische schwarze
Pinot Noir,franc noiren
Pinot Noir,franc noirien
Pinot Noir,franc pineau
Pinot Noir,franc pinot
Pinot Noir,frischschwarzer
Pinot Noir,fruehblauer
Pinot Noir,fruehschwarzer
Pinot Noir,fruhblauer
Pinot Noir,gamais
Pinot Noir,genetin de st. menin
Pinot Noir,gentil noir
Pinot Noir,glaevinger
Pinot Noir,glasschwarz
Pinot Noir,gribalet noir
Pinot Noir,grobes suesschwarz
Pinot Noir,grosse burgunder
Pinot Noir,grosse fruehschwarze
Pinot Noir,gut blau
Pinot Noir,gutblau
Pinot Noir,jakabszoeloe
Pinot Noir,karapino
Pinot Noir,kek burgundi
Pinot Noir,kek kisburgundi
Pinot Noir,kek klevner
Pinot Noir,kek rulandi
Pinot Noir,kis burgundi
Pinot Noir,kis burgundikek
Pinot Noir,kisburgundi kek
Pinot Noir,kisburgundikek
Pinot Noir,klaevner schwarz
Pinot Noir,klebrot
Pinot Noir,klebroth
Pinot Noir,klebrott
Pinot Noir,kleine burgunder
Pinot Noir,kleiner burgunder
Pinot Noir,kleinrot
Pinot Noir,kleinroth
Pinot Noir,klevinger
Pinot Noir,klevner kek
Pinot Noir,klevner schwarzblau
Pinot Noir,korai kekburgundi
Pinot Noir,langedet
Pinot Noir,maehrchen
Pinot Noir,malterdinger
Pinot Noir,maltertinger
Pinot Noir,maria feld
Pinot Noir,marillon n
Pinot Noir,massoutel
Pinot Noir,massoutet
Pinot Noir,maurillon
Pinot Noir,mensois
Pinot Noir,modra burgunda
Pinot Noir,modra klevanja
Pinot Noir,modra klevanjka
Pinot Noir,modra klevanyka
Pinot Noir,modri pinot
Pinot Noir,moehrchen
Pinot Noir,mohrenkoenigin
Pinot Noir,mohrenkoenigin fruehblaue
Pinot Noir,mor burgunder
Pinot Noir,moreote noir
Pinot Noir,moreotische traube
Pinot Noir,morillon
Pinot Noir,morillon noir
Pinot Noir,nere
Pinot Noir,neyran
Pinot Noir,neyron petit
Pinot Noir,noble
Pinot Noir,noble joue
Pinot Noir,noir de franconier
Pinot Noir,noir de versitch
Pinot Noir,noir menu
Pinot Noir,noir meun
Pinot Noir,noiried
Pinot Noir,noirien
Pinot Noir,noirien franc
Pinot Noir,noirien ternent
Pinot Noir,noirin
Pinot Noir,noirun
Pinot Noir,okrugla ranka
Pinot Noir,ordinaerer blauer
Pinot Noir,ordinaerer rother
Pinot Noir,orleans
Pinot Noir,petit noir
Pinot Noir,petit noirin
Pinot Noir,petit plant dore
Pinot Noir,petit verot
Pinot Noir,pignol
Pinot Noir,pignola
Pinot Noir,pignolet
Pinot Noir,pignoliga
Pinot Noir,pignuola
Pinot Noir,pimbart
Pinot Noir,pineau
Pinot Noir,pineau de bourgogne
Pinot Noir,pineau de bourgoyne
Pinot Noir,pineau de chambertin
Pinot Noir,pineau de gevrey
Pinot Noir,pineau franc
Pinot Noir,pineau noir
Pinot Noir,pino black
Pinot Noir,pino ceren
Pinot Noir,pino cernii
Pinot Noir,pino cheren
Pinot Noir,pino chernyi
Pinot Noir,pino chernyj
Pinot Noir,pino corni
Pinot Noir,pino cornij
Pinot Noir,pino fran
Pinot Noir,pino go
Pinot Noir,pino negru
Pinot Noir,pino nero
Pinot Noir,pino nuar
Pinot Noir,pino qo
Pinot Noir,pinot
Pinot Noir,pinot cernii
Pinot Noir,pinot clevner cl. maria- feld
Pinot Noir,pinot crni
Pinot Noir,pinot d'ay
Pinot Noir,pinot de chambertin
Pinot Noir,pinot de fleury
Pinot Noir,pinot de gevrey
Pinot Noir,pinot de migraine
Pinot Noir,pinot droit
Pinot Noir,pinot fin
Pinot Noir,pinot franc noir
Pinot Noir,pinot mare
Pinot Noir,pinot mariafeld
Pinot Noir,pinot negru
Pinot Noir,pinot nera
Pinot Noir,pinot nero
Pinot Noir,pinot noar
Pinot Noir,pinot noir
Pinot noir,pinot noir 
Pinot Noir,pinot noir cortaillod
Pinot Noir,pinot noir cortaillod 9-18
Pinot Noir,pinot noir salvagnin
Pinot Noir,pinot salvagnin
Pinot Noir,pinot tinto
Pinot Noir,plack morillon
Pinot Noir,plant a bon vin
Pinot Noir,plant dae
Pinot Noir,plant de cumieres
Pinot Noir,plant de la dole noir
Pinot Noir,plant de s. martin
Pinot Noir,plant dore
Pinot Noir,plant fin
Pinot Noir,plant medaille
Pinot Noir,plant noble
Pinot Noir,pynoz
Pinot Noir,qara pino
Pinot Noir,raisin de bourgogne
Pinot Noir,raucy
Pinot Noir,raucy male
Pinot Noir,roter assmannhaeuser
Pinot Noir,roter assmannshaeuser
Pinot Noir,roter burgunder
Pinot Noir,rother
Pinot Noir,rother assmannshaeuser
Pinot Noir,rother burgunder
Pinot Noir,rouci
Pinot Noir,rouci male
Pinot Noir,rouci modre
Pinot Noir,roucimodre
Pinot Noir,rouget
Pinot Noir,rulandske modre
Pinot Noir,salvagnin noir
Pinot Noir,samoireau
Pinot Noir,samoreau
Pinot Noir,samtrot
Pinot Noir,saumensois
Pinot Noir,saumoireau
Pinot Noir,savagin noir
Pinot Noir,savagnin noir
Pinot Noir,schurzir riesling
Pinot Noir,schwartz klevner
Pinot Noir,schwarz traeuble
Pinot Noir,schwarzblauer klevner
Pinot Noir,schwarze fraenkische
Pinot Noir,schwarzer
Pinot Noir,schwarzer assmannshaeuser
Pinot Noir,schwarzer champagner
Pinot Noir,schwarzer klaevner
Pinot Noir,schwarzer klevner
Pinot Noir,schwarzer riesling
Pinot Noir,schwarzer rissling
Pinot Noir,schwarzer suessling
Pinot Noir,schwarzer tokayer
Pinot Noir,schwarzklaevner
Pinot Noir,schwarzklevner
Pinot Noir,schwarztraeuble
Pinot Noir,servagnin noir de seyssel
Pinot Noir,sevagnin noir
Pinot Noir,shpachock
Pinot Noir,shpachok
Pinot Noir,shpetburgunder
Pinot Noir,spacok
Pinot Noir,spaetburgunder
Pinot Noir,spaetburgunder blauer
Pinot Noir,spaeter burgunder
Pinot Noir,spaetes moehrchen
Pinot Noir,spaetes moerchen
Pinot Noir,spatburgunder
Pinot Noir,spetburgunder
Pinot Noir,suesschwarz grobes
Pinot Noir,suessedel
Pinot Noir,suessrot
Pinot Noir,suessroth
Pinot Noir,suessschwarzer
Pinot Noir,susschwarzer
Pinot Noir,sussedel
Pinot Noir,sussrot
Pinot Noir,sussschwarzer
Pinot Noir,talvagnere rouge
Pinot Noir,talvagnues rouges
Pinot Noir,ternent
Pinot Noir,thalrother
Pinot Noir,traminer blau
Pinot Noir,traminer schwarz
Pinot Noir,vert dore
Pinot Noir,vrai auvernas
Pinot Noir,waltertinger
Pinot Noir,auvernas
Pinot Noir,auvernas rouge
Pinot Noir,claevner
Pinot Noir,clevner
Pinot Noir,francois noir
Pinot Noir,fruehblaue
Pinot Noir,klaevner
Pinot Noir,klevner
Pinot Noir,nagyburgundi
Pinot Noir,pignolo
Pinot Noir,salvagnin
Pinot Noir,schwarzer burgunder
Pinot Noir,suessling
Pinot Noir,suessschwarz
Pinot Noir,tinto
Pinotage,pinotage
Piquepoul blanc, piquepoul blanc 
Piquepoul blanc, piquepoul gris
Piquepoul blanc,avello
Piquepoul blanc,avillo
Piquepoul blanc,feher piquepoul
Piquepoul blanc,languedocien
Piquepoul blanc,picapoll
Piquepoul blanc,picapolla
Piquepoul blanc,picapulla
Piquepoul blanc,picpoul 
Piquepoul blanc,picpoul de pinet. avillo
Piquepoul blanc,pikepul seryi
Piquepoul blanc,piquepoul rose
Piquepoul blanc,szürke piquepoul
Piquepoul blanc,picpoul
Piquepoul noir,piquepoul noir
Planta Fina,planta fina
Planta Nova,planta nova
Plassa,plassa
Plavay, plavay
Plavay,plavai 
Plavina, brajda mala 
Plavina, brajdica 
Plavina, bratkovina 
Plavina, jurkovica 
Plavina, marasovka 
Plavina, plavac plavina 
Plavina, plavina sitnah 
Plavina, plavina velka 
Plavina, plavka 
Plavina, plavka mala 
Plavina, velika plavka
Plavina,modrulj 
Plavina,plavina 
Plavina,plavina mala 
Plavina,plavinac 
Pollera nera,pollera nera
Portan,portan
Pošip,pošip
Poulsard, plousard
Poulsard,poulsard
Prensal,and prensal blanc
Prensal,pensal blanca
Prensal,premsal
Prensal,premsal blanca
Prensal,prensal
Prensal,moll
Prié blanc, blanc de morgex
Prié blanc,agostana
Prié blanc,agostenga bianca. agostenga blanc
Prié blanc,agostina
Prié blanc,aostenga
Prié blanc,augustina
Prié blanc,augusttraube
Prié blanc,bernarde
Prié blanc,bernarde nel vallese
Prié blanc,bernardine
Prié blanc,bianca capella
Prié blanc,bianca capello
Prié blanc,blanc commun
Prié blanc,blanc de la salle
Prié blanc,blanc de morgex
Prié blanc,blanc du valdigne
Prié blanc,blanc gros
Prié blanc,blanc petit
Prié blanc,cibebo bianco
Prié blanc,daniela
Prié blanc,danijela
Prié blanc,giruelo
Prié blanc,hedvabne zlute
Prié blanc,hodvabne zelene
Prié blanc,hodvabne zlte
Prié blanc,kienzheimer
Prié blanc,kilianer
Prié blanc,legiruela
Prié blanc,leipziger frueh
Prié blanc,lugliatica verde
Prié blanc,luglienca bianca
Prié blanc,lyany mello
Prié blanc,maddalena salomon
Prié blanc,madeleine alice
Prié blanc,madeleine alice salomon
Prié blanc,malvasia belaia
Prié blanc,malvasier frueh weiss
Prié blanc,malvaziya belaya
Prié blanc,perltraube
Prié blanc,plant de la salle
Prié blanc,precoce de kientzheim
Prié blanc,prie
Prié blanc,prie bianco
Prié blanc,prié blanc 
Prié blanc,rabolina weiss
Prié blanc,raisin d'aout
Prié blanc,rosinentraube
Prié blanc,seidentraube gruen
Prié blanc,uva agostina
Prié blanc,uva d'agosto
Prié blanc,uva luce
Prié blanc,vert precoce de madere
Prié blanc,weisswaelscher and zibebe weiss
Prié blanc,agostenga
Prié blanc,agostinga
Prié blanc,early green madeira
Prié blanc,frueher leipziger
Prié blanc,gros blanc
Prié blanc,petit blanc
Prieto Picudo,prieto picudo
Prokupac,prokupac
Prunesta,bermestia nera
Prunesta,bermestia rossa
Prunesta,bermestia violacea
Prunesta,bermestia violata
Prunesta,pergola rossa
Prunesta,pergolese di tivoli
Prunesta,pergonesi di tivoli
Prunesta,prunesta
Prunesta,prunesta di ruovo
Prunesta,prunesta di ruvo
Prunesta,prunesta nera
Prunesta,prunesta rossa
Prunesta,prunesta violacea
Prunesta,prunestra rosso violacea
Prunesta,uva d'inverno
Prunesta,uva del soldato
Prunesta,uva roja
Prunesta,uva rossa di cagliari
Rabigato,rabigato
Rabo de Ovelha,rabo de ovelha
Raboso,raboso
Raisin blanc,raisin blanc
Ramisco,ramisco
Rauschling, rāuschling
Rauschling,brauner nürnberger
Rauschling,brauner würnberger
Rauschling,buchelin
Rauschling,deutsche trauben
Rauschling,divicina
Rauschling,divizhna
Rauschling,divizhna vizhna
Rauschling,dretsch
Rauschling,drötsch
Rauschling,drutsch
Rauschling,dünnelbling
Rauschling,erjava tizhna
Rauschling,furmentin
Rauschling,gros fendant
Rauschling,großer räuschling
Rauschling,großer röuschling
Rauschling,großfränkisch
Rauschling,grünspat
Rauschling,heinzler
Rauschling,klaffer
Rauschling,klöpfer
Rauschling,luttenbergerstock
Rauschling,lyonnaise
Rauschling,offenburger
Rauschling,padebecker
Rauschling,pfaffentraube
Rauschling,pfäffling
Rauschling,rauschling 
Rauschling,reuschling
Rauschling,röschling
Rauschling,rössling
Rauschling,ruchelin
Rauschling,rüschlig
Rauschling,ruschling
Rauschling,rüschling
Rauschling,rüssling
Rauschling,silberräuschling
Rauschling,szrebrobella
Rauschling,thuner
Rauschling,thunerrebe
Rauschling,vigne de zuri
Rauschling,weißer dünnelbling
Rauschling,weißer kläpfer
Rauschling,weißer lagrein
Rauschling,weißer räuschling
Rauschling,weißwelsch
Rauschling,weißwelscher
Rauschling,zürichrebe
Rauschling,züriweiss and züriwiss
Rauschling,frankentraube
Rauschling,großer traminer
Rauschling,guay jaune
Rauschling,luttenberger
Rauschling,luttenbershna
Rauschling,silberweiß
Rauschling,welsche
Rauschling,zürirebe
Reberger,reberger
Red Rose,black rose
Red Rose,pink chablais
Red Rose,red chablis
Red Rose,red rielsing rose
Red Rose,red rose
Refosco, refošk
Refosco,refosco 
Regner,regner
Reichensteiner,reichensteiner
Retagliado bianco,arba luxi
Retagliado bianco,arretallace
Retagliado bianco,arretallau
Retagliado bianco,arrosto portedium
Retagliado bianco,arrotelas
Retagliado bianco,bianca lucente
Retagliado bianco,bianca lucida
Retagliado bianco,co 'e erbei
Retagliado bianco,coa de brebei
Retagliado bianco,coa de brebèi
Retagliado bianco,erba luxi
Retagliado bianco,erbaluxi
Retagliado bianco,mara bianca
Retagliado bianco,rechiliau
Retagliado bianco,redagladu
Retagliado bianco,redaglàdu
Retagliado bianco,retagladu francese
Retagliado bianco,retagliada
Retagliado bianco,retagliado bianco
Retagliado bianco,retagliadu
Retagliado bianco,retazzadu
Retagliado bianco,retelau
Retagliado bianco,retellau
Retagliado bianco,retigliau
Retagliado bianco,ritelau
Retagliado bianco,rittadatu and rotogliadu
Rèze,petit prié tardif
Rèze,reize verte
Rèze,rèze
Rèze,réze verte
Rèze,rèzi and resi
Ribolla Gialla, robola
Ribolla Gialla,avola
Ribolla Gialla,erbula
Ribolla Gialla,gargania
Ribolla Gialla,garganja
Ribolla Gialla,glera
Ribolla Gialla,goricka ribola
Ribolla Gialla,jarbola
Ribolla Gialla,jerbula
Ribolla Gialla,rabiola
Ribolla Gialla,rabola
Ribolla Gialla,rabolla
Ribolla Gialla,rabolla dzhalla di rozatsio
Ribolla Gialla,rabuele
Ribolla Gialla,raibola
Ribolla Gialla,rebolla
Ribolla Gialla,reboula jaune
Ribolla Gialla,rébula
Ribolla Gialla,rebula bela
Ribolla Gialla,rebula rumena
Ribolla Gialla,rebula zuta
Ribolla Gialla,refosco bianco
Ribolla Gialla,ribola bijela
Ribolla Gialla,ribola djiala
Ribolla Gialla,ribolla
Ribolla Gialla,ribolla bianca
Ribolla Gialla,ribolla dzhalla
Ribolla Gialla,ribolla gialla 
Ribolla Gialla,ribolla gialla di rosazz
Ribolla Gialla,ribolla gialla di rosazzo
Ribolla Gialla,ribollat
Ribolla Gialla,ribuela
Ribolla Gialla,ribuele
Ribolla Gialla,ribuele zale
Ribolla Gialla,ribula zuta
Ribolla Gialla,ribuole
Ribolla Gialla,robolla
Ribolla Gialla,rosazzo
Ribolla Gialla,rumena rebula
Ribolla Gialla,teran bijeli and zelena rebula
Ribolla Gialla,pignolo
Ribolla Gialla,ribola
Rieslaner,rieslaner
Riesling, johannisberg riesling 
Riesling, klingelberger
Riesling, rheinriesling 
Riesling,beregi riesling
Riesling,beyaz riesling
Riesling,biela grasevina
Riesling,dinca grasiva biela
Riesling,edelriesling
Riesling,edle gewuerztraube
Riesling,feher rajnai
Riesling,gentile aromatique
Riesling,gewuerzriesling
Riesling,gewuerztraube
Riesling,graefenberger
Riesling,graschevina
Riesling,grasevina rajnska
Riesling,grauer riesling
Riesling,hochheimer
Riesling,karbacher riesling
Riesling,kastellberger
Riesling,kis rizling
Riesling,kleigelberger
Riesling,kleiner riesling
Riesling,kleinriesler
Riesling,kleinriesling
Riesling,klingelberger
Riesling,krauses
Riesling,krausses roessling
Riesling,lipka
Riesling,moselriesling
Riesling,niederlaender
Riesling,oberkircher
Riesling,oberlaender
Riesling,petit rhin
Riesling,pfaelzer
Riesling,pfefferl
Riesling,piros rajnai rizling
Riesling,pussilla
Riesling,raisin du rhin
Riesling,rajinski rizling
Riesling,rajnai rizling
Riesling,rajnski ruzling
Riesling,reichsriesling
Riesling,reissler
Riesling,rendu
Riesling,renski rizling
Riesling,rezlik
Riesling,rezlin
Riesling,rezlink
Riesling,rhein riesling
Riesling,rheingauer
Riesling,rheinriesling
Riesling,rhiesling
Riesling,riesling 
Riesling,riesling bianco
Riesling,riesling blanc
Riesling,riesling de rhin
Riesling,riesling echter weisser
Riesling,riesling edler
Riesling,riesling gelb mosel e43
Riesling,riesling giallo
Riesling,riesling grosso
Riesling,riesling gruener mosel
Riesling,riesling reinskii
Riesling,riesling rhenan
Riesling,riesling rhine
Riesling,rieslinger
Riesling,rislinenok
Riesling,rislinok
Riesling,rizling linner
Riesling,rizling rajinski
Riesling,rizling rajnai
Riesling,rizling rajnski
Riesling,rizling reinskii
Riesling,rizling rynsky
Riesling,roessling
Riesling,rohac
Riesling,rossling
Riesling,rosslinger
Riesling,ruessel
Riesling,ruessling
Riesling,russel
Riesling,ryn-riesling
Riesling,ryzlink rynsky
Riesling,starovetski
Riesling,szürke rizling
Riesling,uva pussila
Riesling,weisser riesling
Riesling,gentil aromatique
Riesling,grobriesling
Riesling,johannisberg
Riesling,johannisberger
Riesling,petit riesling
Riesling,petracine
Riesling,riesler
Riesling,starosvetske
Rimava,rimava
Rkatsiteli, rkatsiteli
Rkatsiteli,baiyu 
Rkatsiteli,rkatsiteli
Robola,asporombola
Robola,asprorobola
Robola,asprorompola
Robola,robbola
Robola,robola
Robola,robola aspri
Robola,robola kerini
Robola,rombola
Robola,rombola aspri and rompola
Roditis, rhoditis
Roditis,roditis 
Roesler,roesler
Rollo,rollo
Romorantin,blanc de villefranche
Romorantin,celle bruere
Romorantin,dameri
Romorantin,daneri
Romorantin,danesy
Romorantin,dannery
Romorantin,framboise
Romorantin,gros blanc de villefranche
Romorantin,gros plant de villefranche
Romorantin,maclon
Romorantin,petit dannezy
Romorantin,plant de breze
Romorantin,raisin de grave
Romorantin,ramorantin
Romorantin,romoranten
Romorantin,romorantin
Romorantin,romorantin blanc
Romorantin,saint amand
Romorantin,verneuil
Romorantin,lyonnaise blanche
Romorantin,petit maconnais
Rondinella,rondinella
Rossese,rossese
Rossese bianco,none
Rossese bianco,rossese bianco
Rossignola,rossignola
Rossolino nero,rossolino nero
Rotberger,rotberger
Roter Veltliner,and ziegelroth
Roter Veltliner,ariavina
Roter Veltliner,ariavina männliche
Roter Veltliner,bakor
Roter Veltliner,belo ocka
Roter Veltliner,belo oka
Roter Veltliner,buzyn
Roter Veltliner,cerveny muskatel
Roter Veltliner,crvena valtelina
Roter Veltliner,crvena valtelinka
Roter Veltliner,csucsos bakor
Roter Veltliner,debela ariavina
Roter Veltliner,erdezha
Roter Veltliner,erdezha shopatna
Roter Veltliner,erdezka rabolina
Roter Veltliner,fedleiner
Roter Veltliner,feldleiner
Roter Veltliner,feldleiner rothlichter
Roter Veltliner,feldliner
Roter Veltliner,feltliner
Roter Veltliner,fleisch roter velteliner
Roter Veltliner,fleisch roter wälteliner
Roter Veltliner,fleisch traminer
Roter Veltliner,fleischroter traminer
Roter Veltliner,fleischrother velteliner
Roter Veltliner,fleischrother veltliner
Roter Veltliner,fleischtraminer
Roter Veltliner,fleischtraube rot
Roter Veltliner,grosbrauner velteliner
Roter Veltliner,grossbrauner
Roter Veltliner,grosse fleischtraube
Roter Veltliner,grosser fleischtraube
Roter Veltliner,grosser roter veltliner
Roter Veltliner,grosser rother välteliner
Roter Veltliner,grosser rother veltliner
Roter Veltliner,grosser välteliner
Roter Veltliner,grosser velteliner
Roter Veltliner,grosswiener
Roter Veltliner,herera rhaetica
Roter Veltliner,herera valtellina
Roter Veltliner,kecskecsecs
Roter Veltliner,krdeca
Roter Veltliner,mannliche
Roter Veltliner,männliche ariavina
Roter Veltliner,maucnjk
Roter Veltliner,mavcnik
Roter Veltliner,mavenick
Roter Veltliner,mavenik
Roter Veltliner,moseavina
Roter Veltliner,muskatel cerveny
Roter Veltliner,nagy veltelini
Roter Veltliner,nagysagos
Roter Veltliner,nyulsölö
Roter Veltliner,nyulszölö
Roter Veltliner,piros veltelini
Roter Veltliner,pirosveltelin
Roter Veltliner,pirosveltelini
Roter Veltliner,rabolina
Roter Veltliner,raisin de saint valentin
Roter Veltliner,ranfler
Roter Veltliner,ranfolica
Roter Veltliner,ranfolina
Roter Veltliner,raufler
Roter Veltliner,raufolica
Roter Veltliner,rebalina
Roter Veltliner,rebolina
Roter Veltliner,red veltliner
Roter Veltliner,reifler
Roter Veltliner,rhaetica
Roter Veltliner,riegersburger rothköpfel
Roter Veltliner,riegersburger rothtöpfel
Roter Veltliner,rivola tchervena
Roter Veltliner,rossera
Roter Veltliner,rote fleisch traube
Roter Veltliner,rote fleischtraube
Roter Veltliner,rote fleischtrauble
Roter Veltliner,roter
Roter Veltliner,roter muskateller
Roter Veltliner,roter riesling
Roter Veltliner,roter välteliner
Roter Veltliner,roter velteliner
Roter Veltliner,roter veltiner
Roter Veltliner,rothe shopatna
Roter Veltliner,rothe shopotna
Roter Veltliner,rothe velteliner
Roter Veltliner,rother fleischtraube
Roter Veltliner,rother muscateller
Roter Veltliner,rother riesling
Roter Veltliner,rother välteliner
Roter Veltliner,rother velteliner
Roter Veltliner,rother veltliner
Roter Veltliner,rother zierfahnler
Roter Veltliner,rothgipfler
Roter Veltliner,rothlichter
Roter Veltliner,rotmehlweisser
Roter Veltliner,rotmuskateller
Roter Veltliner,rudeca
Roter Veltliner,ryvola cervena
Roter Veltliner,ryvola crvena
Roter Veltliner,saint valentin rose
Roter Veltliner,saint valentinrose
Roter Veltliner,shopatna
Roter Veltliner,shopotna
Roter Veltliner,somsölö
Roter Veltliner,spaete ranfoliza
Roter Veltliner,st. valentin
Roter Veltliner,tarant cerveny
Roter Veltliner,tarant rot
Roter Veltliner,todtraeger rotreifler
Roter Veltliner,uva di san valentino
Roter Veltliner,valentin rouge
Roter Veltliner,valtelin rouge
Roter Veltliner,välteliner
Roter Veltliner,valteliner rosso
Roter Veltliner,välteliner roter
Roter Veltliner,valteliner rouge
Roter Veltliner,valteliner tardif
Roter Veltliner,vältliner
Roter Veltliner,veltelin piros
Roter Veltliner,veltelin rosso
Roter Veltliner,velteline rouge
Roter Veltliner,velteliner
Roter Veltliner,velteliner rose
Roter Veltliner,velteliner roso
Roter Veltliner,velteliner roter
Roter Veltliner,velteliner rother
Roter Veltliner,velteliner rouge
Roter Veltliner,veltelini piros
Roter Veltliner,veltlinac crveni
Roter Veltliner,veltliner rosso
Roter Veltliner,veltliner rot weiss
Roter Veltliner,veltliner roth
Roter Veltliner,veltliner rother
Roter Veltliner,veltliner rouge
Roter Veltliner,veltlini piros
Roter Veltliner,veltlinske cervene
Roter Veltliner,veltlinski rozovii
Roter Veltliner,veltlinskii rozovii
Roter Veltliner,veltlinsky rosovy
Roter Veltliner,vernyeges veltelini
Roter Veltliner,verrnyeges veltelini
